               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.050426,            0.020255,            0.036168,             0.54102,             0.60573,             0.62893,             0.29392,            0.046998,           0.0076638,            0.029452,            0.070057,            0.003327,            0.003327
                   1,            0.036854,            0.012734,            0.014015,              0.8927,             0.78398,             0.91686,              0.6098,            0.039299,            0.006294,            0.022375,            0.039991,           0.0065944,           0.0065944
                   2,            0.033854,            0.012036,            0.011283,             0.66215,             0.68459,              0.6768,             0.43556,            0.036379,           0.0085419,            0.037416,           0.0098589,           0.0097958,           0.0097958
                   3,            0.032108,            0.012058,            0.011436,             0.87693,             0.74939,             0.86392,             0.56271,            0.037348,           0.0072979,            0.026002,            0.009703,            0.009703,            0.009703
                   4,             0.02863,            0.011505,            0.010023,             0.87988,             0.80946,             0.91345,             0.60927,            0.032701,           0.0060391,            0.020473,            0.009703,            0.009703,            0.009703
                   5,            0.026433,            0.011034,           0.0086265,             0.88891,             0.78791,             0.91854,             0.62437,            0.031258,           0.0058867,            0.031467,            0.009604,            0.009604,            0.009604
                   6,            0.024513,            0.010729,           0.0082197,             0.88915,             0.80166,             0.92423,             0.60973,            0.033676,           0.0053379,            0.027616,            0.009505,            0.009505,            0.009505
                   7,             0.02399,            0.010537,           0.0073932,             0.82008,             0.83428,             0.90622,              0.6059,            0.034951,           0.0053533,            0.019746,            0.009406,            0.009406,            0.009406
                   8,            0.022887,             0.01033,           0.0068615,             0.88042,             0.83684,             0.91981,             0.57791,             0.03135,           0.0054996,            0.020206,            0.009307,            0.009307,            0.009307
                   9,            0.021666,            0.010204,           0.0060921,             0.83001,             0.83089,             0.90304,             0.59123,            0.033178,           0.0053845,            0.026328,            0.009208,            0.009208,            0.009208
                  10,            0.021209,           0.0099294,           0.0051291,              0.8735,             0.85748,             0.93093,              0.6213,            0.030588,           0.0056419,             0.01672,            0.009109,            0.009109,            0.009109
                  11,            0.020795,           0.0099693,           0.0064682,             0.85234,             0.84031,             0.89407,             0.58067,            0.032328,            0.005494,            0.023062,             0.00901,             0.00901,             0.00901
                  12,             0.02078,           0.0098206,           0.0057567,             0.92593,             0.84428,             0.95328,             0.66481,            0.028964,           0.0051799,            0.020751,            0.008911,            0.008911,            0.008911
                  13,            0.020381,             0.00973,           0.0060106,             0.84651,             0.84147,             0.91435,             0.61277,            0.031797,           0.0051447,            0.023055,            0.008812,            0.008812,            0.008812
                  14,            0.020791,           0.0095568,           0.0059505,             0.86203,             0.85579,             0.93454,             0.63367,            0.029104,           0.0050231,            0.025102,            0.008713,            0.008713,            0.008713
                  15,            0.019616,           0.0092796,           0.0050751,             0.82162,              0.8426,              0.9159,             0.62963,            0.026195,           0.0052809,             0.03249,            0.008614,            0.008614,            0.008614
                  16,            0.018742,           0.0094135,           0.0042857,             0.89409,             0.82723,             0.94271,             0.63139,            0.031875,           0.0050422,            0.029041,            0.008515,            0.008515,            0.008515
                  17,            0.019483,           0.0092848,           0.0049261,             0.88404,             0.80594,             0.91541,             0.61662,            0.029864,           0.0051869,             0.03136,            0.008416,            0.008416,            0.008416
                  18,             0.01878,           0.0093134,           0.0041508,             0.85594,             0.82549,             0.91179,             0.63806,            0.027798,           0.0048922,            0.042763,            0.008317,            0.008317,            0.008317
                  19,            0.018515,            0.009022,            0.004123,             0.89743,             0.79792,             0.91707,             0.62159,            0.030014,            0.004888,            0.027932,            0.008218,            0.008218,            0.008218
                  20,            0.018551,           0.0090922,           0.0047162,             0.87823,             0.85852,             0.93678,              0.6463,            0.029013,           0.0050096,            0.019645,            0.008119,            0.008119,            0.008119
                  21,            0.018702,           0.0091982,           0.0052507,             0.89144,             0.86411,             0.93143,             0.60966,            0.031555,           0.0050843,            0.028003,             0.00802,             0.00802,             0.00802
                  22,            0.018276,           0.0090868,           0.0040198,             0.88556,             0.85161,              0.9616,             0.66481,             0.02878,           0.0050919,             0.02411,            0.007921,            0.007921,            0.007921
                  23,            0.018604,           0.0091189,           0.0045229,              0.8378,             0.85265,             0.92549,             0.63851,             0.02766,           0.0048053,            0.030329,            0.007822,            0.007822,            0.007822
                  24,            0.017784,           0.0088168,           0.0034532,              0.8681,             0.82968,             0.94734,              0.6465,            0.029621,           0.0050911,            0.026963,            0.007723,            0.007723,            0.007723
                  25,            0.017509,           0.0088214,           0.0035624,             0.89487,              0.8368,             0.96014,              0.6443,            0.031946,           0.0048937,            0.028742,            0.007624,            0.007624,            0.007624
                  26,            0.018041,             0.00895,           0.0034262,             0.87643,             0.83282,             0.92294,             0.61978,            0.029821,           0.0047315,            0.031601,            0.007525,            0.007525,            0.007525
                  27,            0.017149,           0.0088949,           0.0033741,             0.86613,             0.82447,             0.93229,             0.64617,            0.028771,           0.0047164,            0.032005,            0.007426,            0.007426,            0.007426
                  28,            0.018047,           0.0088051,           0.0041555,             0.89502,             0.82804,             0.93681,             0.62734,            0.031433,           0.0048204,            0.031114,            0.007327,            0.007327,            0.007327
                  29,            0.017537,           0.0088091,           0.0037851,              0.8751,             0.77478,             0.95579,             0.65286,            0.031052,           0.0047166,            0.036282,            0.007228,            0.007228,            0.007228
                  30,            0.017192,           0.0086668,            0.002693,             0.85214,             0.82251,             0.92146,             0.63097,            0.031033,           0.0046527,            0.030674,            0.007129,            0.007129,            0.007129
                  31,             0.01642,           0.0085921,           0.0033488,             0.85355,             0.72867,             0.90977,             0.62258,            0.027898,           0.0049272,            0.041579,             0.00703,             0.00703,             0.00703
                  32,            0.016877,           0.0086806,           0.0032919,             0.88471,             0.74356,             0.92335,             0.64334,            0.030904,           0.0047671,             0.03449,            0.006931,            0.006931,            0.006931
                  33,            0.017253,           0.0086961,           0.0041397,             0.84944,             0.84779,             0.93262,             0.61396,            0.030496,           0.0048861,            0.027624,            0.006832,            0.006832,            0.006832
                  34,            0.017036,           0.0085995,           0.0033127,             0.87839,             0.85252,             0.96036,             0.67375,            0.028108,           0.0046742,            0.029546,            0.006733,            0.006733,            0.006733
                  35,            0.016556,           0.0086099,           0.0027432,             0.88219,             0.79939,             0.96106,             0.66122,            0.029617,           0.0047684,            0.032099,            0.006634,            0.006634,            0.006634
                  36,            0.016601,           0.0085013,           0.0027664,             0.85661,             0.82677,             0.93993,             0.65061,             0.02925,           0.0047691,            0.033395,            0.006535,            0.006535,            0.006535
                  37,            0.016607,           0.0084429,           0.0033237,             0.85797,             0.86142,             0.95081,             0.65516,            0.029721,           0.0048298,            0.022933,            0.006436,            0.006436,            0.006436
                  38,            0.016202,            0.008457,           0.0027387,             0.87781,             0.81834,             0.95465,             0.65069,            0.031281,           0.0047729,             0.02742,            0.006337,            0.006337,            0.006337
                  39,            0.016678,           0.0083766,           0.0032359,             0.89125,             0.81285,              0.9386,             0.65211,            0.030248,           0.0047076,            0.034363,            0.006238,            0.006238,            0.006238
                  40,             0.01645,           0.0086442,           0.0030334,              0.9028,             0.81299,             0.94273,             0.65909,            0.028508,           0.0047755,            0.027368,            0.006139,            0.006139,            0.006139
                  41,            0.016181,           0.0084112,           0.0024172,              0.8852,              0.8584,             0.95569,             0.66501,            0.029951,           0.0046407,            0.032507,             0.00604,             0.00604,             0.00604
                  42,            0.016107,            0.008544,           0.0024896,              0.8622,              0.8675,             0.95745,             0.67248,            0.029027,           0.0046257,            0.024808,            0.005941,            0.005941,            0.005941
                  43,            0.016092,           0.0084224,           0.0026806,             0.90123,             0.79879,             0.96132,             0.65695,            0.029697,            0.004694,            0.030562,            0.005842,            0.005842,            0.005842
                  44,            0.015737,           0.0083145,           0.0026919,             0.90304,             0.84394,             0.96717,             0.68613,            0.028741,           0.0045573,            0.030272,            0.005743,            0.005743,            0.005743
                  45,            0.015611,           0.0081737,            0.002697,             0.87294,             0.86182,              0.9576,             0.66477,            0.028704,           0.0045565,            0.035814,            0.005644,            0.005644,            0.005644
                  46,              0.0155,           0.0082991,           0.0023113,             0.89344,             0.86634,             0.95745,             0.66837,            0.028625,           0.0045831,            0.031489,            0.005545,            0.005545,            0.005545
                  47,            0.015718,            0.008275,           0.0030731,             0.88646,             0.82209,             0.95159,             0.66916,            0.027718,           0.0045804,            0.032574,            0.005446,            0.005446,            0.005446
                  48,            0.015604,           0.0081468,           0.0025023,             0.87294,             0.78104,             0.94799,             0.64539,             0.02897,           0.0047295,            0.038308,            0.005347,            0.005347,            0.005347
                  49,            0.014979,           0.0081114,           0.0024126,             0.87838,             0.82159,             0.94713,             0.66153,            0.028646,           0.0045908,            0.033247,            0.005248,            0.005248,            0.005248
                  50,            0.015467,            0.008218,           0.0025603,             0.88311,             0.78971,             0.93781,             0.65601,            0.028456,           0.0046837,            0.039598,            0.005149,            0.005149,            0.005149
                  51,            0.015657,           0.0081403,           0.0022603,             0.89053,             0.81316,             0.94901,             0.65435,            0.030011,           0.0047488,            0.036511,             0.00505,             0.00505,             0.00505
                  52,            0.015955,           0.0082065,           0.0021339,             0.88173,             0.81168,             0.95713,             0.65599,            0.029968,           0.0046919,             0.03582,            0.004951,            0.004951,            0.004951
                  53,            0.015434,           0.0080026,           0.0018094,             0.87825,             0.82786,             0.95786,             0.67461,            0.028343,           0.0046394,            0.033919,            0.004852,            0.004852,            0.004852
                  54,            0.014699,           0.0081156,           0.0023134,               0.903,              0.8025,             0.95419,             0.67328,            0.027906,           0.0046441,            0.035744,            0.004753,            0.004753,            0.004753
                  55,            0.014814,           0.0080479,           0.0022304,              0.8966,             0.85158,             0.95858,             0.66884,            0.028763,           0.0046435,             0.03181,            0.004654,            0.004654,            0.004654
                  56,            0.015203,           0.0080785,           0.0021885,             0.90581,             0.84108,             0.96081,             0.66761,            0.029707,           0.0046746,            0.034086,            0.004555,            0.004555,            0.004555
                  57,            0.014776,            0.008001,           0.0018377,              0.8991,              0.8031,             0.94981,             0.66089,            0.028827,           0.0046432,            0.039382,            0.004456,            0.004456,            0.004456
                  58,            0.014802,           0.0080938,           0.0024124,             0.86902,             0.81867,             0.94849,             0.65805,            0.029579,           0.0046762,            0.038642,            0.004357,            0.004357,            0.004357
                  59,            0.014702,           0.0078626,           0.0017814,             0.87209,             0.80074,             0.95668,             0.66373,            0.029589,           0.0046899,            0.039263,            0.004258,            0.004258,            0.004258
                  60,            0.014421,           0.0079567,           0.0017975,             0.86231,              0.8015,             0.94043,             0.66413,            0.029163,           0.0046406,            0.043463,            0.004159,            0.004159,            0.004159
                  61,            0.014454,           0.0079316,           0.0019008,             0.86149,              0.7892,             0.93178,             0.66124,            0.029525,           0.0046377,            0.045978,             0.00406,             0.00406,             0.00406
                  62,            0.014786,           0.0079764,           0.0017305,             0.87645,             0.81929,             0.94699,             0.67335,            0.028029,           0.0045992,            0.041933,            0.003961,            0.003961,            0.003961
                  63,             0.01479,           0.0078904,           0.0021706,             0.87509,             0.79197,             0.95434,             0.67427,            0.028807,           0.0046105,            0.036882,            0.003862,            0.003862,            0.003862
                  64,            0.014115,           0.0078223,           0.0020192,             0.86037,             0.77561,             0.94932,              0.6699,            0.028815,           0.0045562,            0.040048,            0.003763,            0.003763,            0.003763
                  65,            0.014167,           0.0078419,           0.0017487,             0.85084,             0.78443,             0.94918,             0.67141,            0.028216,           0.0045728,            0.040767,            0.003664,            0.003664,            0.003664
                  66,            0.014502,           0.0078231,           0.0019842,             0.87895,              0.7763,             0.95323,              0.6747,            0.028176,           0.0045695,            0.037322,            0.003565,            0.003565,            0.003565
                  67,            0.014407,           0.0077722,           0.0017415,             0.84959,             0.79764,             0.94867,             0.67301,            0.027748,            0.004551,            0.037374,            0.003466,            0.003466,            0.003466
                  68,            0.014437,           0.0078007,           0.0013682,             0.87079,             0.82232,              0.9506,             0.67349,            0.027853,           0.0045827,            0.034622,            0.003367,            0.003367,            0.003367
                  69,            0.014515,           0.0078067,           0.0014839,             0.86473,             0.81997,             0.94349,             0.67001,            0.028391,           0.0045916,            0.035528,            0.003268,            0.003268,            0.003268
                  70,            0.014068,           0.0078121,           0.0019045,             0.87682,             0.80147,             0.94129,             0.66791,            0.028568,           0.0046168,            0.040618,            0.003169,            0.003169,            0.003169
                  71,            0.014142,           0.0076536,           0.0015349,             0.88216,             0.80196,             0.94468,             0.66933,            0.028468,           0.0046387,             0.04024,             0.00307,             0.00307,             0.00307
                  72,            0.013724,           0.0076935,           0.0016521,             0.88336,             0.78333,             0.94453,             0.66735,            0.028211,           0.0046258,            0.042162,            0.002971,            0.002971,            0.002971
                  73,            0.013728,           0.0076971,           0.0013387,             0.87064,             0.77771,             0.93616,             0.65606,             0.02887,           0.0046458,            0.044352,            0.002872,            0.002872,            0.002872
                  74,             0.01338,           0.0076163,           0.0014077,             0.87203,             0.78426,             0.93184,             0.65175,            0.028993,           0.0046496,            0.044129,            0.002773,            0.002773,            0.002773
                  75,            0.013651,           0.0076778,            0.001543,             0.85247,             0.78358,             0.91851,             0.64272,            0.029141,           0.0046818,             0.04342,            0.002674,            0.002674,            0.002674
                  76,            0.013498,           0.0076358,           0.0015778,             0.85219,             0.80547,             0.92364,             0.64739,            0.028752,           0.0046709,            0.040254,            0.002575,            0.002575,            0.002575
                  77,            0.013428,            0.007651,           0.0013109,             0.85385,             0.77883,              0.9195,             0.64744,            0.028631,           0.0046768,            0.042115,            0.002476,            0.002476,            0.002476
                  78,            0.013144,           0.0075551,           0.0014198,             0.82523,             0.80809,              0.9222,             0.64761,            0.028501,           0.0046853,            0.041297,            0.002377,            0.002377,            0.002377
                  79,            0.013345,           0.0075771,           0.0014173,             0.81849,             0.81729,             0.92616,             0.65163,            0.028143,           0.0046887,            0.038815,            0.002278,            0.002278,            0.002278
                  80,            0.013017,           0.0074568,           0.0012807,             0.85239,             0.79676,             0.93464,             0.65682,             0.02824,           0.0047119,            0.038094,            0.002179,            0.002179,            0.002179
                  81,            0.013197,           0.0075868,           0.0012374,             0.85935,             0.79241,             0.92366,             0.64666,            0.028517,           0.0047639,            0.038436,             0.00208,             0.00208,             0.00208
                  82,             0.01314,           0.0075633,            0.001417,             0.85791,             0.78865,             0.92361,             0.64687,            0.028551,           0.0047698,            0.038724,            0.001981,            0.001981,            0.001981
                  83,            0.012917,           0.0074028,          0.00097207,              0.8427,             0.79907,             0.92214,             0.64289,            0.028687,           0.0047745,            0.039872,            0.001882,            0.001882,            0.001882
                  84,            0.013024,           0.0074957,           0.0015172,             0.85166,             0.79542,              0.9299,             0.65167,            0.028368,           0.0047481,            0.039922,            0.001783,            0.001783,            0.001783
                  85,            0.012632,           0.0074439,           0.0013027,             0.85748,             0.78692,             0.92744,             0.65287,            0.028318,           0.0047472,             0.04025,            0.001684,            0.001684,            0.001684
                  86,            0.013237,           0.0074602,           0.0010829,             0.85506,             0.79039,             0.91939,             0.64636,            0.028436,           0.0047498,            0.040741,            0.001585,            0.001585,            0.001585
                  87,              0.0127,             0.00735,           0.0014249,             0.84836,             0.79093,             0.91535,             0.64344,            0.028488,           0.0047462,            0.040894,            0.001486,            0.001486,            0.001486
                  88,            0.012648,           0.0075007,           0.0013059,             0.84597,             0.79449,             0.91797,             0.64589,            0.028615,           0.0047547,            0.041445,            0.001387,            0.001387,            0.001387
                  89,            0.012773,           0.0073357,           0.0013085,             0.85132,               0.794,             0.91846,              0.6486,             0.02851,           0.0047402,             0.04139,            0.001288,            0.001288,            0.001288
                  90,            0.012533,           0.0073023,          0.00099318,             0.84492,             0.79898,             0.91989,             0.64876,            0.028594,           0.0047539,            0.040823,            0.001189,            0.001189,            0.001189
                  91,            0.012591,           0.0072719,           0.0011017,               0.841,             0.80063,             0.91882,             0.64936,            0.028405,           0.0047491,            0.040651,             0.00109,             0.00109,             0.00109
                  92,            0.012392,           0.0072878,          0.00099596,             0.83411,             0.80544,             0.91851,               0.649,             0.02837,           0.0047521,            0.040601,            0.000991,            0.000991,            0.000991
                  93,            0.012255,           0.0072726,           0.0010413,             0.83952,             0.79014,             0.91279,             0.64454,            0.028382,           0.0047614,            0.042073,            0.000892,            0.000892,            0.000892
                  94,            0.012135,           0.0072517,           0.0010248,             0.83543,             0.78773,              0.9082,             0.64099,            0.028498,           0.0047771,            0.043094,            0.000793,            0.000793,            0.000793
                  95,            0.011827,           0.0072315,          0.00078757,             0.83503,              0.7849,               0.903,             0.63718,            0.028651,           0.0047811,            0.043772,            0.000694,            0.000694,            0.000694
                  96,            0.012264,           0.0072589,          0.00095415,              0.8276,             0.78758,             0.89831,             0.63423,            0.028725,           0.0047829,            0.044592,            0.000595,            0.000595,            0.000595
                  97,            0.012052,           0.0072991,           0.0010576,             0.83253,             0.78302,             0.89573,             0.63282,            0.028817,           0.0047831,            0.045009,            0.000496,            0.000496,            0.000496
                  98,            0.011929,           0.0072476,           0.0011448,             0.82153,              0.7934,             0.89305,             0.63161,            0.028844,           0.0047848,            0.044878,            0.000397,            0.000397,            0.000397
                  99,            0.011856,            0.007219,          0.00097221,             0.81883,              0.7962,             0.89068,             0.63015,            0.028796,           0.0047855,            0.045145,            0.000298,            0.000298,            0.000298
